id	type	slug	name	born	died	gender	species	hair_color	eye_color	skin_color	blood_status	marital_status	nationality	animagus	boggart	house	patronus	alias_names	family_members	jobs	romances	titles	wands	idhouses	idgender	idspecies	idsangre
8d618bfe 1254 4e20 8828 855a996d20cf	character	unidentified muggle witness	unidentified muggle witness	before 1990	missing	male	human	brown	brown	brown	muggle	missing	missing	missing	missing	hogwarts school of witchcraft and wizardry	missing	missing	missing	missing	missing	missing	missing	h	g2	sp1	s0
b4c3264d 1ab7 4082 8ead c13685343e15	character	unidentified muggle woman i	unidentified muggle woman	missing	missing	female	human	white	missing	pale	muggle	missing	british	missing	missing	did not attend hogwarts	missing	missing	missing	missing	missing	missing	missing	d	g1	sp1	s0
9b800981 30b3 455d b425 8939259f8e5f	character	unidentified muggle woman looking at rubeus hagrid in 1991	unidentified muggle woman	missing	missing	female	human	blonde	missing	light	muggle	married	missing	missing	missing	pukwudgie	missing	missing	[ husband ]	missing	missing	missing	missing	p	g1	sp1	s0
fec0cee2 83ac 4f52 9371 1fd3c829423b	character	unidentified muggle woman iii	unidentified muggle woman	prior to 1995	missing	female	human	brown	missing	light	muggle	missing	british	missing	missing	did not attend hogwarts	missing	missing	[ son ]	missing	missing	missing	missing	d	g1	sp1	s0
d29b25d1 dc6e 47ae ada3 e04fa30851d0	character	unidentified muggle woman about the train to kettering	unidentified muggle woman about the train to kettering	missing	missing	female	human	brown	blue	light	muggle	missing	british	missing	missing	gryffindor	missing	missing	missing	missing	missing	missing	missing	g	g1	sp1	s0
03d1b837 1fe1 43c4 8954 3ad9dcad2311	character	unidentified muggle woman ii	unidentified muggle woman  ii 	missing	missing	female	human	missing	missing	missing	muggle	missing	british	missing	missing	wampus	missing	missing	missing	missing	missing	missing	missing	w	g1	sp1	s0
6a1bd4fd c71f 4d5f aed2 258f7fdd1372	character	unidentified muggle woman on chertsey train	unidentified muggle woman on chertsey train	missing	missing	female	human	blonde	blue	light	muggle	missing	missing	missing	missing	thunderbird	missing	missing	missing	missing	missing	missing	missing	t	g1	sp1	s0
add3fd18 8a71 41f0 92d3 58308c5d3256	character	unidentified muggle worthy excuse committee clerk	unidentified muggle worthy excuse committee clerk	before 1973  most likely 	missing	female	human	brown	brown	dark	muggle	missing	british or irish	missing	missing	wampus	missing	missing	missing	[ muggle worthy excuse committee employee ]	missing	missing	missing	w	g1	sp1	s0
9bef447f 9645 4dd6 b2fe d1e4a9242196	character	unidentified narragansett children	unidentified narragansett children	17th century	missing	females	humans	missing	missing	missing	part human  one eighth veela 	missing	native american	missing	missing	hogwarts school of witchcraft and wizardry	missing	missing	[ mother ]	missing	missing	missing	[ unknown lengths, woods and cores ]	h	g8	sp11	s66
1fc23b2e 0a45 4321 9b80 771c43dc69a1	character	unidentified narragansett mother	unidentified narragansett mother	17th century	missing	female	human	missing	missing	missing	half blood  possibly 	missing	native american	missing	missing	did not attend hogwarts	missing	missing	[ two daughters ]	missing	missing	missing	[ unknown length, wood and core ]	d	g1	sp1	s29
fcf64b61 e9c1 4793 b67e 9ecb5dd96e61	character	unidentified nearby wizard	unidentified nearby wizard	missing	missing	male	human	missing	missing	light	muggle born	missing	american	missing	missing	hogwarts school of witchcraft and wizardry	missing	missing	missing	missing	missing	missing	missing	h	g2	sp1	s22
26818e0a 7781 4e0a 8228 b86a34939f9e	character	unidentified newspaper boy	unidentified newspaper boy	missing	missing	male	human	missing	missing	missing	no maj	missing	american	missing	missing	hufflepuff	missing	missing	missing	[ newspaper vendor ]	missing	missing	missing	h	g2	sp1	s5
165a306e c171 4fdc b58b ffcf8bcafd6a	character	unidentified nine year old	unidentified nine year old	c  1988	missing	male	human	missing	missing	missing	pure blood,half blood or muggle born	missing	missing	missing	missing	hufflepuff	missing	missing	[ grandparents ]	missing	missing	missing	missing	h	g2	sp1	s46
b55a058b dbf6 4ed8 bbb2 053e1a9d868b	character	unidentified nine year old s grandparents	unidentified nine year old s grandparents	missing	missing	male, female	humans	missing	missing	missing	squib  possibly 	missing	missing	missing	missing	gryffindor	missing	missing	[ grandson ]	missing	missing	missing	missing	g	g5	sp11	s15
1a13c9b0 76af 45df 80c4 d790935fcde9	character	unidentified non magique father	unidentified non magique father	missing	august, 1927, paris, france	male	human	dark brown	missing	pale	non magique	married	french	missing	missing	thunderbird	missing	missing	[ wife   ,  child   ]	missing	missing	missing	missing	t	g2	sp1	s64
573da1ed 0376 4100 b1a3 08eab4847ffe	character	unidentified non magique mother	unidentified non magique mother	missing	august, 1927, paris, france	female	human	blonde	missing	pale	non magique	married	french	missing	missing	did not attend hogwarts	missing	missing	[ husband   ,  child   ]	missing	missing	missing	missing	d	g1	sp1	s64
48ac1dac 68c0 49b7 8d6a eca38eec32bf	character	unidentified non magique toddler	unidentified non magique toddler	between august, 1924 and august, 1926	august, 1927, paris, france	male	human	blond	missing	pale	non magique	missing	french	missing	missing	pukwudgie	missing	missing	[ father   ,  mother   ]	missing	missing	missing	missing	p	g2	sp1	s64
a3a36491 3dc9 4a39 9a88 987ba816afdd	character	unidentified nose picking wizard	unidentified nose picking wizard	missing	missing	male	human	missing	missing	missing	magical to unknown extent	missing	missing	missing	missing	hufflepuff	missing	missing	missing	missing	missing	missing	missing	h	g2	sp1	s23
40cf92ae 2fc0 41cd 887a cfcd2e24edc4	character	nypd police officer no 743	unidentified nypd police officer	1905 or earlier	missing	male	human	missing	missing	missing	no maj	missing	america	missing	missing	slytherin	missing	missing	missing	[ policeman ]	missing	missing	missing	s	g2	sp1	s5
70f1650a 1050 4d03 a768 920f7dc83c51	character	unidentified old woman during the battle of hogwarts	unidentified old woman	missing	missing	female	human	grey	missing	light	pure blood or half blood  possibly 	missing	british	missing	missing	hufflepuff	missing	missing	missing	missing	missing	missing	missing	h	g1	sp1	s9
8c98d642 135e 4744 b770 4c6b70191ac7	character	unidentified orphan	unidentified orphan	1920s  most likely 	missing	male	human	missing	missing	missing	muggle	missing	missing	missing	missing	hufflepuff	missing	missing	missing	missing	missing	missing	missing	h	g2	sp1	s0
2da555f8 e6cd 44a3 ad11 20a998b2a7b4	character	unidentified pamphlet maker witch	unidentified pamphlet maker witch	missing	missing	female	human	missing	missing	missing	pure blood or half blood	missing	british	missing	missing	wampus	missing	missing	missing	[ british ministry of magic employee ]	missing	missing	missing	w	g1	sp1	s4
b9f4a279 a966 4423 a617 9f78772e96f7	character	unidentified pet owner in knockturn alley	unidentified pet owner	missing	missing	male	human	dark	missing	light	one or both of them magical	missing	missing	missing	missing	hufflepuff	missing	missing	missing	missing	missing	missing	missing	h	g2	sp1	s18
46e67c24 5f2a 43b4 8fe9 24a7d0c1632d	character	unidentified petrified boy i	unidentified petrified boy	between 1 september 1971 and 31 august 1978	missing	male	human	missing	missing	missing	magical to some extent	missing	british or irish	missing	missing	wampus	missing	missing	missing	missing	missing	missing	missing	w	g2	sp1	s61
998b7aeb 7bb4 405d 8cb4 279839f4e427	character	unidentified petrified boy ii	unidentified petrified boy  ii 	between 1 september 1971 and 31 august 1978	missing	male	human	missing	missing	missing	pure blood or half blood  possibly 	missing	british or irish	missing	missing	pukwudgie	missing	missing	missing	missing	missing	missing	missing	p	g2	sp1	s9
7f640a69 942e 4f55 8faf bb952cdee5b2	character	unidentified petrified girl i	unidentified petrified girl  i 	between 1 september 1971 and 31 august 1978	missing	female	human	missing	missing	missing	pure blood,half blood or muggle born	missing	british or irish	missing	missing	gryffindor	missing	missing	missing	missing	missing	missing	missing	g	g1	sp1	s46
ff79ab69 db8b 4ced a8f7 99f0e2c5f032	character	unidentified petrified girl ii	unidentified petrified girl  ii 	between 1 september 1971 and 31 august 1978  most likely 	missing	female	human	missing	missing	missing	part human  half giant 	missing	british or irish	missing	missing	gryffindor	missing	missing	missing	missing	missing	missing	missing	g	g1	sp1	s59
dbeabc78 8b09 4c71 b986 61c43185308f	character	unidentified petrified gryffindor girl	unidentified petrified gryffindor girl	between 1 september 1975 and 31 august 1976	missing	female	human	missing	missing	missing	underbeing	missing	british or irish	missing	missing	gryffindor	missing	missing	missing	missing	missing	missing	missing	g	g1	sp1	s58
6cb64b99 bf3c 41fe b7ab 62fb4d05a2fc	character	unidentified photographer i	unidentified photographer	missing	missing	male	human	missing	missing	missing	no maj	missing	american	missing	missing	hufflepuff	missing	missing	missing	[ photographer ]	missing	missing	missing	h	g2	sp1	s5
ad7744ac 33a8 46e1 af59 660fbbe3e151	character	unidentified photographer ii	unidentified photographer  ii 	missing	missing	male	human	missing	missing	missing	no maj	missing	american	missing	missing	pukwudgie	missing	missing	[ martha  wife or girlfriend  ]	[ photographer ]	missing	missing	missing	p	g2	sp1	s5
851116ec 9110 4f54 b6da 3332f456eeb7	character	unidentified plump little witch examiner	unidentified plump little witch examiner	missing	missing	female	human	missing	missing	missing	pure blood,half blood or muggle born	missing	british	missing	missing	pukwudgie	missing	missing	missing	[ examiner for the wizarding examinations authority ]	missing	missing	missing	p	g1	sp1	s46
a9ae99e3 15ea 4010 8289 6377307de60d	character	unidentified police officer i	unidentified police officer  i 	1905 or earlier	missing	male	human	missing	missing	missing	no maj	missing	american	missing	missing	did not attend hogwarts	missing	missing	missing	[ policeman ]	missing	missing	missing	d	g2	sp1	s5
50c8bc77 bcbe 433d 9da8 31d1f68b1159	character	unidentified police officer ii	unidentified police officer  ii 	1905 or earlier	missing	male	human	missing	missing	missing	no maj	missing	american	missing	missing	slytherin	missing	missing	missing	[ policeman ]	missing	missing	missing	s	g2	sp1	s5
7f46e6a8 9d9f 43c7 8f00 7b2ebed10353	character	unidentified poor boy	unidentified poor boy	pre 1926	missing	male	human	missing	missing	missing	no maj	missing	american	missing	missing	thunderbird	missing	missing	missing	missing	missing	missing	missing	t	g2	sp1	s5
349a280e f2b1 4bde 8023 a46786d87944	character	unidentified portkey tout	unidentified portkey tout	missing	missing	male	human	missing	missing	missing	muggle born or half blood	missing	british or irish	missing	missing	thunderbird	missing	missing	missing	[ portkey tout ]	missing	missing	missing	t	g2	sp1	s7
6b0fe608 0ad9 4a71 8465 aecc7825ec6a	character	unidentified portrait in malfoy manor i	unidentified portrait	missing	before 1997  possibly 	female	human	missing	missing	missing	pure blood  possibly 	missing	missing	missing	missing	slytherin	missing	missing	[ malfoy family  possibly  ]	missing	missing	missing	missing	s	g1	sp1	s27
86996c43 181b 48cc 8307 81a986f945eb	character	unidentified portrait in malfoy manor ii	unidentified portrait	missing	before 1997  possibly 	male	human	missing	missing	missing	pure blood  possibly 	missing	missing	missing	missing	horned serpent	missing	missing	[ malfoy family  possibly  ]	missing	missing	missing	missing	hs	g2	sp1	s27
a17022b0 a873 4072 9534 bdc058301c61	character	unidentified prefect	unidentified prefect	between 1 september 1973 and 31 august 1975  most likely 	missing	female	human	copper	missing	light	pure blood or half blood  most likely 	missing	british or irish	missing	missing	pukwudgie	missing	missing	missing	missing	missing	[ prefect ]	missing	p	g1	sp1	s25
1ea4aff3 69a6 4628 934a 2b49de2e74f0	character	unidentified princess	unidentified princess	middle ages	middle ages	female	human	missing	missing	missing	muggle	missing	missing	missing	missing	hogwarts school of witchcraft and wizardry	missing	missing	[ father ]	missing	[ young wizard  possibly  ]	missing	missing	h	g1	sp1	s0
d8843c01 3a55 4916 96fd 1cca9e4759a8	character	amycus carrow s successor	unidentified professor	missing	missing	missing	human	missing	missing	missing	part goblin	missing	british or irish	missing	missing	horned serpent	missing	missing	missing	[ professor of defence against the dark arts  1998      ]	missing	[ professor ]	missing	hs	g0	sp1	s40
566ce258 2261 4222 a609 24a96c9ac9ff	character	unidentified puking pastilles victim	unidentified puking pastilles victim	missing	missing	male	human	brown	missing	white	pure blood, half blood or squib  most likely 	missing	british	missing	missing	hogwarts school of witchcraft and wizardry	missing	missing	missing	missing	missing	missing	missing	h	g2	sp1	s62
960aef01 759a 47ad 8f66 dde1be1f5c4c	character	unidentified qilin mother	unidentified qilin mother	before 1932	winter of 1932,tianzi mountains, kweilin, china	female	qilin	missing	missing	brown	muggle born or half blood  possibly 	missing	missing	missing	missing	did not attend hogwarts	missing	missing	[ daughter  i    ,  daughter  ii  ]	missing	missing	missing	missing	d	g1	sp78	s50
c533609c b0da 4ba8 959c f6b0ea3f8725	character	unidentified quidditch captain ii	unidentified quidditch captain	between 1 september 1969 and 31 august 1974  most likely 	missing	female	human	brown	grey	tan	part human  part vampire 	missing	british or irish	missing	missing	gryffindor or slytherin	missing	missing	missing	missing	missing	[ beater ,  quidditch captain ]	missing		g1	sp1	s51
237a4db5 0ac7 47c3 a6b5 62412fc38e89	character	unidentified quidditch captain i	unidentified quidditch captain	between 1 september 1970 and 31 august 1974  most likely 	missing	male	human	brown	grey	light	part human  half giant 	missing	british or irish	missing	missing	hufflepuff or slytherin	missing	missing	missing	missing	missing	[ chaser ,  quidditch captain ]	missing		g2	sp1	s59
